alpha,H,He,Fe,Si,O,Fe_1,O_1,Si_2,O_2,amu/ion,thetaK_Fe,thetaTilt_Fe,thetaM_Fe,thetaN_Fe,3dK_Fe,3dTilt_Fe,3dM_Fe,3dN_Fe,energyK_Fe,energyE_Fe,thetaK_O,thetaTilt_O,thetaM_O,thetaN_O,3dK_O,3dTilt_O,3dM_O,3dN_O,energyK_O,energyE_O,thetaK_Si,thetaTilt_Si,thetaM_Si,thetaN_Si,3dK_Si,3dTilt_Si,3dM_Si,3dN_Si,energyK_Si,energyE_Si
22.0,0.0,0.0,0.005604248046874925,0.0,0.0,2.2705078125e-05,9.27734375e-05,0.0028686523437499003,0.011073486328125,0.5741376783740235,1.8240957935539088,-0.16259492939494807,2.0291208462046555,1.4715363522846068,8.283185307179584,0.10326983528005862,1.0,1.0,0.05839166776226233,4.045131620577451,1.622714606472948,-0.10166132151969483,2.1101188886866646,2.1996532342314823,8.283185307179584,0.0915859805908063,1.0,1.0,0.1045660216419073,3.3602919819402635,1.7217021357600615,-0.1251757277045375,2.070690614827563,1.7664524515197133,8.283185307179584,0.09671578196219513,1.0,1.0,0.052297686016010286,5.253979372625188
23.0,0.0,0.0,0.005764770507812438,0.0,0.0,2.47802734375e-05,0.00010205078125000001,0.0029353027343749,0.0113524169921875,0.5896976788808117,1.818070796482314,-0.1709122186287971,2.07681227642184,1.499136695355226,8.283185307179584,0.11160624149046149,1.0,1.0,0.05813878067151903,4.057466922268251,1.6317173521153117,-0.11531535406258586,2.190818607975125,2.1434764597339635,8.283185307179584,0.09740076924184791,1.0,1.0,0.10439777659482122,3.364860398701343,1.7240470700265536,-0.14500327963168363,2.1970382116848692,1.7531046960886352,8.283185307179584,0.10561131715347108,1.0,1.0,0.0522913810557353,5.254452288047643
24.0,0.0,0.0,0.005845031738281194,0.0,0.0,2.5817871093750003e-05,0.00010668945312500001,0.0029686279296874,0.011491882324218751,0.5974776791342058,1.8151253519037664,-0.17507086324572163,2.100657991530432,1.5129368668905356,8.283185307179584,0.11577444459566291,1.0,1.0,0.05801233712614738,4.06363457311365,1.636469494107764,-0.12214237033403139,2.231168467619355,2.115388072485204,8.283185307179584,0.10030816356736871,1.0,1.0,0.10431365407127818,3.3671446070818822,1.7255425921002245,-0.1549170555952567,2.2602120101135226,1.746430818373096,8.283185307179584,0.11005908474910905,1.0,1.0,0.05228822857559781,5.254688745758871
25.0,0.0,0.0,0.0059252929687499505,0.0,0.0,2.6855468750000004e-05,0.000111328125,0.0030019531249999,0.01163134765625,0.6052576793875999,1.8122232055861474,-0.17922950786264613,2.1245037066390244,1.5267370384258454,8.283185307179584,0.11994264770086435,1.0,1.0,0.05788589358077573,4.06980222395905,1.641388315585353,-0.1289693866054769,2.2715183272635855,2.0872996852364443,8.283185307179584,0.10321555789288953,1.0,1.0,0.10422953154773515,3.369428815462422,1.7272375027005626,-0.16483083155882977,2.3233858085421755,1.739756940657557,8.283185307179584,0.11450685234474701,1.0,1.0,0.05228507609546031,5.2549252034700995
26.0,0.0,0.0,0.006085815429687462,0.0,0.0,2.8930664062500002e-05,0.00012060546875,0.0030686035156249,0.011910278320312502,0.6208176798943881,1.806544743449905,-0.18754679709649516,2.172195136856209,1.5543373814964647,8.283185307179584,0.1282790539112672,1.0,1.0,0.057633006490032425,4.082137525649849,1.6517255285700845,-0.14262341914836796,2.352218046552046,2.031122910738925,8.283185307179584,0.10903034654393115,1.0,1.0,0.10406128650064908,3.3739972322235015,1.731181877665059,-0.1846583834859759,2.4497334053994817,1.726409185226479,8.283185307179584,0.12340238753602295,1.0,1.0,0.05227877113518532,5.255398118892555
27.0,0.0,0.0,0.006246337890624975,0.0,0.0,3.1005859375e-05,0.0001298828125,0.0031352539062499,0.012189208984375002,0.6363776804011761,1.8010275182614603,-0.1958640863303442,2.2198865670733934,1.581937724567084,8.283185307179584,0.13661546012167008,1.0,1.0,0.05738011939928912,4.094472827340649,1.6627297972894497,-0.156277451691259,2.4329177658405063,1.974946136241406,8.283185307179584,0.11484513519497276,1.0,1.0,0.103893041453563,3.378565648984581,1.7357993755692842,-0.20448593541312204,2.576081002256788,1.7130614297954008,8.283185307179584,0.1322979227272989,1.0,1.0,0.05227246617491034,5.25587103431501
28.0,0.0,0.0,0.006406860351562488,0.0,0.0,3.30810546875e-05,0.00013916015625000002,0.0032019042968749,0.012468139648437501,0.6519376809079642,1.7956640016501066,-0.20418137556419325,2.2675779972905783,1.6095380676377034,8.283185307179584,0.14495186633207297,1.0,1.0,0.05712723230854582,4.106808129031448,1.6744047519299512,-0.16993148423415005,2.5136174851289663,1.918769361743887,8.283185307179584,0.12065992384601437,1.0,1.0,0.10372479640647692,3.3831340657456597,1.7410183740537675,-0.22431348734026818,2.702428599114094,1.6997136743643226,8.283185307179584,0.14119345791857485,1.0,1.0,0.05226616121463536,5.256343949737467
29.0,0.0,0.0,0.006487121582031244,0.0,0.0,3.411865234375e-05,0.000143798828125,0.0032352294921874,0.012607604980468751,0.6597176811613583,1.793037625575963,-0.20834002018111775,2.2914237123991708,1.623338239173013,8.283185307179584,0.1491200694372744,1.0,1.0,0.05700078876317417,4.112975779876848,1.6804956569591285,-0.17675850050559558,2.5539673447731968,1.8906809744951274,8.283185307179584,0.12356731817153518,1.0,1.0,0.10364067388293388,3.3854182741261996,1.7438332306093152,-0.23422726330384125,2.7656023975427475,1.6930397966487836,8.283185307179584,0.14564122551421282,1.0,1.0,0.052263008734497865,5.256580407448695
30.0,0.0,0.0,0.0065673828125,0.0,0.0,3.5156250000000004e-05,0.0001484375,0.0032685546874999,0.0127470703125,0.6674976814147524,1.7904470074468142,-0.21249866479804227,2.3152694275077628,1.6371384107083227,8.283185307179584,0.15328827254247582,1.0,1.0,0.05687434521780252,4.119143430722247,1.6867569042249695,-0.1835855167770411,2.5943172044174267,1.8625925872463678,8.283185307179584,0.126474712497056,1.0,1.0,0.10355655135939085,3.387702482506739,1.7467750892820386,-0.24414103926741434,2.8287761959714004,1.6863659189332443,8.283185307179584,0.15008899310985077,1.0,1.0,0.05225985625436037,5.256816865159922
31.0,0.0,0.0,0.006944580078125,0.0,0.0,7.788085937498749e-05,0.0002620849609374875,0.003480957031249912,0.013532104492187502,0.7111872059151004,1.7861350481499372,-0.2408378290328409,2.563987971224905,1.6253910154841904,8.283185307179584,0.1657838779194199,1.0,1.0,0.056460898627296655,4.140843055691233,1.6882204221442358,-0.192111445590648,2.62993924054145,1.8721180113723042,8.283185307179584,0.1326697317259698,1.0,1.0,0.1032413943681097,3.396547748343262,1.7487453615568023,-0.26290501997834764,2.9468463055814995,1.6927127336238357,8.283185307179584,0.1628674396419153,1.0,1.0,0.051765664034802206,5.296351031901045
32.0,0.0,0.0,0.0071331787109375,0.0,0.0,9.924316406248124e-05,0.0003189086914062312,0.003587158203124919,0.013924621582031251,0.7330319681652744,1.7850550918204449,-0.2550074111502402,2.688347243083476,1.6195173178721243,8.283185307179584,0.17203168060789195,1.0,1.0,0.05625417533204373,4.151692868175727,1.6889491311749336,-0.19637440999745143,2.6477502586034616,1.8768807234352725,8.283185307179584,0.13576724134042667,1.0,1.0,0.10308381587246912,3.4009703812615237,1.7498348729701725,-0.2722870103338143,3.005881360386549,1.6958861409691315,8.283185307179584,0.16925666290794758,1.0,1.0,0.05151856792502312,5.316118115271606
33.0,0.0,0.0,0.00732177734375,0.0,0.0,0.000120605468749975,0.000375732421874975,0.003693359374999925,0.014317138671875002,0.7548767304154484,1.7845984339182244,-0.26917699326763955,2.8127065149420467,1.6136436202600584,8.283185307179584,0.178279483296364,1.0,1.0,0.0560474520367908,4.16254268066022,1.689675588728717,-0.2006373744042549,2.665561276665473,1.8816434354982405,8.283185307179584,0.13886475095488357,1.0,1.0,0.10292623737682854,3.4053930141797855,1.7509872214410107,-0.28166900068928097,3.0649164151915986,1.6990595483144273,8.283185307179584,0.17564588617397986,1.0,1.0,0.05127147181524404,5.335885198642167
34.0,0.0,0.0,0.007510375976562499,0.0,0.0,0.00014196777343746875,0.00043255615234371876,0.003799560546874931,0.014709655761718753,0.7767214926656225,1.7847051432409775,-0.2833465753850389,2.9370657868006176,1.6077699226479925,8.283185307179584,0.18452728598483603,1.0,1.0,0.055840728741537865,4.173392493144712,1.6903996317947283,-0.20490033881105835,2.6833722947274845,1.8864061475612086,8.283185307179584,0.14196226056934047,1.0,1.0,0.10276865888118797,3.409815647098047,1.7521976143237397,-0.29105099104474763,3.123951469996648,1.7022329556597229,8.283185307179584,0.1820351094400121,1.0,1.0,0.051024375705464954,5.355652282012728
35.0,0.0,0.0,0.007698974609374999,0.0,0.0,0.0001633300781249625,0.0004893798828124625,0.003905761718749938,0.015102172851562502,0.7985662549157966,1.7853221834561366,-0.2975161575024382,3.0614250586591885,1.6018962250359263,8.283185307179584,0.19077508867330809,1.0,1.0,0.05563400544628494,4.184242305629206,1.691121097851593,-0.2091633032178618,2.701183312789496,1.891168859624177,8.283185307179584,0.14505977018379734,1.0,1.0,0.10261108038554739,3.4142382800163085,1.7534614543752114,-0.30043298140021424,3.1829865248016977,1.7054063630050187,8.283185307179584,0.1884243327060444,1.0,1.0,0.05077727959568587,5.375419365383289
36.0,0.0,0.0,0.0078875732421875,0.0,0.0,0.00018469238281245624,0.0005462036132812063,0.0040119628906249444,0.015494689941406252,0.8204110171659706,1.7864023681898984,-0.31168573961983753,3.1857843305177593,1.5960225274238602,8.283185307179584,0.19702289136178014,1.0,1.0,0.05542728215103201,4.195092118113699,1.6918398248559545,-0.21342626762466527,2.7189943308515074,1.8959315716871452,8.283185307179584,0.14815727979825424,1.0,1.0,0.10245350188990682,3.4186609129345698,1.7547743258196125,-0.3098149717556809,3.2420215796067477,1.7085797703503145,8.283185307179584,0.19481355597207667,1.0,1.0,0.05053018348590679,5.39518644875385
