alpha,H,He,Ca,Mg,Si,O,Ca_1,O_1,Mg_2,O_2,Si_3,O_3,amu/ion,thetaK_Ca,thetaTilt_Ca,thetaM_Ca,thetaN_Ca,3dK_Ca,3dTilt_Ca,3dM_Ca,3dN_Ca,energyK_Ca,energyE_Ca,thetaK_Mg,thetaTilt_Mg,thetaM_Mg,thetaN_Mg,3dK_Mg,3dTilt_Mg,3dM_Mg,3dN_Mg,energyK_Mg,energyE_Mg,thetaK_O,thetaTilt_O,thetaM_O,thetaN_O,3dK_O,3dTilt_O,3dM_O,3dN_O,energyK_O,energyE_O,thetaK_Si,thetaTilt_Si,thetaM_Si,thetaN_Si,3dK_Si,3dTilt_Si,3dM_Si,3dN_Si,energyK_Si,energyE_Si
0.000E+00,0.000E+00,0.000E+00,1.228E-03,1.572E-03,8.164E-04,0.000E+00,4.180E-04,5.088E-04,0.000E+00,0.000E+00,2.369E-03,9.335E-03,3.435E-01,1.855E+00,-4.027E-02,1.597E+00,1.157E+00,4.935E+00,3.200E-03,1.000E+00,1.000E+00,9.625E-02,3.051E+00,1.729E+00,1.427E-02,1.399E+00,1.711E+00,4.935E+00,1.298E-03,1.000E+00,1.000E+00,2.383E-01,1.574E+00,1.723E+00,-2.362E-02,1.704E+00,1.552E+00,4.935E+00,5.642E-03,1.000E+00,1.000E+00,1.125E-01,3.158E+00,1.836E+00,2.619E-02,1.189E+00,1.430E+00,4.935E+00,0.000E+00,1.000E+00,1.000E+00,5.617E-02,4.980E+00
1.000E+00,0.000E+00,0.000E+00,1.074E-03,1.567E-03,8.932E-04,0.000E+00,5.577E-04,7.104E-04,0.000E+00,0.000E+00,2.264E-03,9.006E-03,3.410E-01,1.822E+00,-3.372E-02,1.535E+00,1.308E+00,4.935E+00,1.197E-02,1.000E+00,1.000E+00,9.497E-02,3.085E+00,1.711E+00,-3.358E-03,1.517E+00,1.690E+00,4.935E+00,8.259E-03,1.000E+00,1.000E+00,2.372E-01,1.580E+00,1.715E+00,-2.425E-02,1.679E+00,1.621E+00,4.935E+00,1.336E-02,1.000E+00,1.000E+00,1.120E-01,3.171E+00,1.806E+00,1.015E-02,1.277E+00,1.462E+00,4.935E+00,8.313E-03,1.000E+00,1.000E+00,5.646E-02,4.961E+00
2.000E+00,0.000E+00,0.000E+00,9.207E-04,1.562E-03,9.700E-04,0.000E+00,6.975E-04,9.121E-04,0.000E+00,0.000E+00,2.159E-03,8.677E-03,3.385E-01,1.793E+00,-2.717E-02,1.473E+00,1.458E+00,4.935E+00,2.075E-02,1.000E+00,1.000E+00,9.368E-02,3.120E+00,1.710E+00,-2.098E-02,1.635E+00,1.670E+00,4.935E+00,1.522E-02,1.000E+00,1.000E+00,2.360E-01,1.587E+00,1.707E+00,-2.487E-02,1.654E+00,1.691E+00,4.935E+00,2.108E-02,1.000E+00,1.000E+00,1.115E-01,3.183E+00,1.785E+00,-5.897E-03,1.365E+00,1.494E+00,4.935E+00,1.663E-02,1.000E+00,1.000E+00,5.676E-02,4.942E+00
3.000E+00,0.000E+00,0.000E+00,7.672E-04,1.557E-03,1.047E-03,0.000E+00,8.373E-04,1.114E-03,0.000E+00,0.000E+00,2.055E-03,8.348E-03,3.360E-01,1.768E+00,-2.061E-02,1.411E+00,1.609E+00,4.935E+00,2.952E-02,1.000E+00,1.000E+00,9.239E-02,3.154E+00,1.711E+00,-3.861E-02,1.753E+00,1.649E+00,4.935E+00,2.218E-02,1.000E+00,1.000E+00,2.349E-01,1.594E+00,1.700E+00,-2.550E-02,1.629E+00,1.760E+00,4.935E+00,2.880E-02,1.000E+00,1.000E+00,1.111E-01,3.195E+00,1.777E+00,-2.194E-02,1.453E+00,1.526E+00,4.935E+00,2.494E-02,1.000E+00,1.000E+00,5.705E-02,4.923E+00
4.000E+00,0.000E+00,0.000E+00,6.905E-04,1.554E-03,1.085E-03,0.000E+00,9.072E-04,1.215E-03,0.000E+00,0.000E+00,2.002E-03,8.184E-03,3.347E-01,1.757E+00,-1.733E-02,1.380E+00,1.684E+00,4.935E+00,3.391E-02,1.000E+00,1.000E+00,9.175E-02,3.172E+00,1.712E+00,-4.742E-02,1.812E+00,1.639E+00,4.935E+00,2.566E-02,1.000E+00,1.000E+00,2.343E-01,1.598E+00,1.696E+00,-2.581E-02,1.617E+00,1.795E+00,4.935E+00,3.266E-02,1.000E+00,1.000E+00,1.108E-01,3.201E+00,1.773E+00,-2.996E-02,1.496E+00,1.543E+00,4.935E+00,2.909E-02,1.000E+00,1.000E+00,5.720E-02,4.914E+00
5.000E+00,0.000E+00,0.000E+00,6.138E-04,1.552E-03,1.124E-03,0.000E+00,9.771E-04,1.315E-03,0.000E+00,0.000E+00,1.950E-03,8.020E-03,3.335E-01,1.747E+00,-1.406E-02,1.349E+00,1.759E+00,4.935E+00,3.830E-02,1.000E+00,1.000E+00,9.111E-02,3.189E+00,1.713E+00,-5.623E-02,1.870E+00,1.629E+00,4.935E+00,2.914E-02,1.000E+00,1.000E+00,2.337E-01,1.601E+00,1.693E+00,-2.612E-02,1.604E+00,1.829E+00,4.935E+00,3.652E-02,1.000E+00,1.000E+00,1.106E-01,3.207E+00,1.769E+00,-3.798E-02,1.540E+00,1.559E+00,4.935E+00,3.325E-02,1.000E+00,1.000E+00,5.734E-02,4.904E+00
6.000E+00,0.000E+00,0.000E+00,4.603E-04,1.547E-03,1.200E-03,0.000E+00,1.117E-03,1.517E-03,0.000E+00,0.000E+00,1.845E-03,7.691E-03,3.310E-01,1.730E+00,-7.501E-03,1.286E+00,1.910E+00,4.935E+00,4.707E-02,1.000E+00,1.000E+00,8.982E-02,3.223E+00,1.716E+00,-7.386E-02,1.988E+00,1.608E+00,4.935E+00,3.610E-02,1.000E+00,1.000E+00,2.325E-01,1.608E+00,1.687E+00,-2.675E-02,1.579E+00,1.899E+00,4.935E+00,4.424E-02,1.000E+00,1.000E+00,1.101E-01,3.219E+00,1.762E+00,-5.403E-02,1.628E+00,1.591E+00,4.935E+00,4.156E-02,1.000E+00,1.000E+00,5.764E-02,4.886E+00
7.000E+00,0.000E+00,0.000E+00,3.069E-04,1.542E-03,1.277E-03,0.000E+00,1.257E-03,1.719E-03,0.000E+00,0.000E+00,1.740E-03,7.362E-03,3.285E-01,1.715E+00,-9.458E-04,1.224E+00,2.060E+00,4.935E+00,5.584E-02,1.000E+00,1.000E+00,8.853E-02,3.258E+00,1.719E+00,-9.149E-02,2.106E+00,1.588E+00,4.935E+00,4.306E-02,1.000E+00,1.000E+00,2.314E-01,1.615E+00,1.682E+00,-2.737E-02,1.555E+00,1.968E+00,4.935E+00,5.196E-02,1.000E+00,1.000E+00,1.096E-01,3.231E+00,1.755E+00,-7.007E-02,1.716E+00,1.623E+00,4.935E+00,4.988E-02,1.000E+00,1.000E+00,5.793E-02,4.867E+00
8.000E+00,0.000E+00,0.000E+00,1.534E-04,1.536E-03,1.354E-03,0.000E+00,1.396E-03,1.920E-03,0.000E+00,0.000E+00,1.635E-03,7.033E-03,3.260E-01,1.709E+00,5.609E-03,1.162E+00,2.211E+00,4.935E+00,6.462E-02,1.000E+00,1.000E+00,8.725E-02,3.292E+00,1.724E+00,-1.091E-01,2.224E+00,1.567E+00,4.935E+00,5.002E-02,1.000E+00,1.000E+00,2.302E-01,1.622E+00,1.677E+00,-2.799E-02,1.530E+00,2.038E+00,4.935E+00,5.968E-02,1.000E+00,1.000E+00,1.091E-01,3.244E+00,1.749E+00,-8.611E-02,1.804E+00,1.656E+00,4.935E+00,5.819E-02,1.000E+00,1.000E+00,5.822E-02,4.848E+00
9.000E+00,0.000E+00,0.000E+00,7.672E-05,1.534E-03,1.392E-03,0.000E+00,1.466E-03,2.021E-03,0.000E+00,0.000E+00,1.583E-03,6.869E-03,3.247E-01,1.708E+00,8.886E-03,1.131E+00,2.286E+00,4.935E+00,6.901E-02,1.000E+00,1.000E+00,8.660E-02,3.310E+00,1.727E+00,-1.179E-01,2.283E+00,1.557E+00,4.935E+00,5.350E-02,1.000E+00,1.000E+00,2.296E-01,1.625E+00,1.674E+00,-2.831E-02,1.517E+00,2.072E+00,4.935E+00,6.354E-02,1.000E+00,1.000E+00,1.088E-01,3.250E+00,1.746E+00,-9.414E-02,1.848E+00,1.672E+00,4.935E+00,6.235E-02,1.000E+00,1.000E+00,5.837E-02,4.838E+00
1.000E+01,0.000E+00,0.000E+00,0.000E+00,1.531E-03,1.431E-03,0.000E+00,1.536E-03,2.122E-03,0.000E+00,0.000E+00,1.530E-03,6.704E-03,3.234E-01,1.708E+00,1.216E-02,1.100E+00,2.362E+00,4.935E+00,7.339E-02,1.000E+00,1.000E+00,8.596E-02,3.327E+00,1.729E+00,-1.267E-01,2.342E+00,1.547E+00,4.935E+00,5.698E-02,1.000E+00,1.000E+00,2.290E-01,1.629E+00,1.672E+00,-2.862E-02,1.505E+00,2.107E+00,4.935E+00,6.740E-02,1.000E+00,1.000E+00,1.086E-01,3.256E+00,1.743E+00,-1.022E-01,1.891E+00,1.688E+00,4.935E+00,6.650E-02,1.000E+00,1.000E+00,5.851E-02,4.829E+00
1.100E+01,0.000E+00,0.000E+00,0.000E+00,1.570E-03,1.490E-03,0.000E+00,1.565E-03,2.169E-03,0.000E+00,2.441E-07,1.553E-03,6.801E-03,3.301E-01,1.692E+00,-1.746E-02,1.267E+00,2.271E+00,4.935E+00,8.142E-02,1.000E+00,1.000E+00,8.581E-02,3.331E+00,1.731E+00,-1.402E-01,2.425E+00,1.548E+00,4.935E+00,6.574E-02,1.000E+00,1.000E+00,2.285E-01,1.632E+00,1.672E+00,-4.293E-02,1.584E+00,2.099E+00,4.935E+00,7.458E-02,1.000E+00,1.000E+00,1.083E-01,3.263E+00,1.750E+00,-1.143E-01,1.944E+00,1.670E+00,4.935E+00,7.425E-02,1.000E+00,1.000E+00,5.828E-02,4.844E+00
1.200E+01,0.000E+00,0.000E+00,0.000E+00,1.609E-03,1.549E-03,0.000E+00,1.593E-03,2.215E-03,0.000E+00,4.883E-07,1.576E-03,6.898E-03,3.367E-01,1.695E+00,-4.708E-02,1.435E+00,2.180E+00,4.935E+00,8.945E-02,1.000E+00,1.000E+00,8.566E-02,3.336E+00,1.733E+00,-1.537E-01,2.508E+00,1.549E+00,4.935E+00,7.449E-02,1.000E+00,1.000E+00,2.279E-01,1.636E+00,1.672E+00,-5.723E-02,1.662E+00,2.091E+00,4.935E+00,8.176E-02,1.000E+00,1.000E+00,1.080E-01,3.270E+00,1.756E+00,-1.264E-01,1.997E+00,1.652E+00,4.935E+00,8.199E-02,1.000E+00,1.000E+00,5.804E-02,4.859E+00
1.300E+01,0.000E+00,0.000E+00,0.000E+00,1.648E-03,1.608E-03,0.000E+00,1.622E-03,2.262E-03,0.000E+00,7.324E-07,1.599E-03,6.995E-03,3.434E-01,1.703E+00,-7.670E-02,1.602E+00,2.089E+00,4.935E+00,9.748E-02,1.000E+00,1.000E+00,8.551E-02,3.340E+00,1.735E+00,-1.672E-01,2.591E+00,1.551E+00,4.935E+00,8.325E-02,1.000E+00,1.000E+00,2.273E-01,1.640E+00,1.672E+00,-7.154E-02,1.741E+00,2.083E+00,4.935E+00,8.894E-02,1.000E+00,1.000E+00,1.077E-01,3.277E+00,1.763E+00,-1.385E-01,2.049E+00,1.635E+00,4.935E+00,8.973E-02,1.000E+00,1.000E+00,5.781E-02,4.874E+00
1.400E+01,0.000E+00,0.000E+00,0.000E+00,1.668E-03,1.637E-03,0.000E+00,1.636E-03,2.285E-03,0.000E+00,8.545E-07,1.611E-03,7.043E-03,3.467E-01,1.707E+00,-9.152E-02,1.686E+00,2.043E+00,4.935E+00,1.015E-01,1.000E+00,1.000E+00,8.544E-02,3.342E+00,1.737E+00,-1.740E-01,2.633E+00,1.552E+00,4.935E+00,8.763E-02,1.000E+00,1.000E+00,2.270E-01,1.642E+00,1.673E+00,-7.869E-02,1.780E+00,2.079E+00,4.935E+00,9.253E-02,1.000E+00,1.000E+00,1.076E-01,3.281E+00,1.767E+00,-1.445E-01,2.075E+00,1.626E+00,4.935E+00,9.361E-02,1.000E+00,1.000E+00,5.769E-02,4.882E+00
1.500E+01,0.000E+00,0.000E+00,0.000E+00,1.687E-03,1.667E-03,0.000E+00,1.650E-03,2.308E-03,0.000E+00,9.766E-07,1.622E-03,7.092E-03,3.500E-01,1.713E+00,-1.063E-01,1.769E+00,1.998E+00,4.935E+00,1.055E-01,1.000E+00,1.000E+00,8.536E-02,3.345E+00,1.738E+00,-1.807E-01,2.675E+00,1.552E+00,4.935E+00,9.201E-02,1.000E+00,1.000E+00,2.267E-01,1.643E+00,1.673E+00,-8.584E-02,1.820E+00,2.075E+00,4.935E+00,9.611E-02,1.000E+00,1.000E+00,1.074E-01,3.284E+00,1.770E+00,-1.506E-01,2.102E+00,1.617E+00,4.935E+00,9.748E-02,1.000E+00,1.000E+00,5.757E-02,4.889E+00
1.600E+01,0.000E+00,0.000E+00,0.000E+00,1.726E-03,1.726E-03,0.000E+00,1.679E-03,2.355E-03,0.000E+00,1.221E-06,1.645E-03,7.189E-03,3.566E-01,1.727E+00,-1.360E-01,1.936E+00,1.907E+00,4.935E+00,1.135E-01,1.000E+00,1.000E+00,8.521E-02,3.349E+00,1.740E+00,-1.942E-01,2.758E+00,1.554E+00,4.935E+00,1.008E-01,1.000E+00,1.000E+00,2.261E-01,1.647E+00,1.674E+00,-1.002E-01,1.898E+00,2.066E+00,4.935E+00,1.033E-01,1.000E+00,1.000E+00,1.072E-01,3.292E+00,1.777E+00,-1.627E-01,2.154E+00,1.599E+00,4.935E+00,1.052E-01,1.000E+00,1.000E+00,5.733E-02,4.904E+00
1.700E+01,0.000E+00,0.000E+00,0.000E+00,1.765E-03,1.785E-03,0.000E+00,1.708E-03,2.401E-03,0.000E+00,1.465E-06,1.668E-03,7.286E-03,3.633E-01,1.744E+00,-1.656E-01,2.104E+00,1.816E+00,4.935E+00,1.216E-01,1.000E+00,1.000E+00,8.506E-02,3.354E+00,1.743E+00,-2.077E-01,2.841E+00,1.555E+00,4.935E+00,1.095E-01,1.000E+00,1.000E+00,2.255E-01,1.651E+00,1.676E+00,-1.145E-01,1.977E+00,2.058E+00,4.935E+00,1.105E-01,1.000E+00,1.000E+00,1.069E-01,3.299E+00,1.785E+00,-1.748E-01,2.207E+00,1.581E+00,4.935E+00,1.130E-01,1.000E+00,1.000E+00,5.710E-02,4.920E+00
1.800E+01,0.000E+00,0.000E+00,0.000E+00,1.804E-03,1.844E-03,0.000E+00,1.736E-03,2.448E-03,0.000E+00,1.709E-06,1.691E-03,7.383E-03,3.699E-01,1.764E+00,-1.952E-01,2.271E+00,1.725E+00,4.935E+00,1.296E-01,1.000E+00,1.000E+00,8.491E-02,3.358E+00,1.746E+00,-2.212E-01,2.924E+00,1.557E+00,4.935E+00,1.183E-01,1.000E+00,1.000E+00,2.249E-01,1.655E+00,1.678E+00,-1.288E-01,2.056E+00,2.050E+00,4.935E+00,1.177E-01,1.000E+00,1.000E+00,1.066E-01,3.306E+00,1.792E+00,-1.869E-01,2.260E+00,1.564E+00,4.935E+00,1.207E-01,1.000E+00,1.000E+00,5.686E-02,4.935E+00
1.900E+01,0.000E+00,0.000E+00,0.000E+00,1.823E-03,1.874E-03,0.000E+00,1.750E-03,2.471E-03,0.000E+00,1.831E-06,1.702E-03,7.431E-03,3.732E-01,1.774E+00,-2.100E-01,2.354E+00,1.679E+00,4.935E+00,1.336E-01,1.000E+00,1.000E+00,8.484E-02,3.360E+00,1.747E+00,-2.280E-01,2.966E+00,1.557E+00,4.935E+00,1.226E-01,1.000E+00,1.000E+00,2.246E-01,1.656E+00,1.679E+00,-1.359E-01,2.095E+00,2.046E+00,4.935E+00,1.212E-01,1.000E+00,1.000E+00,1.065E-01,3.309E+00,1.796E+00,-1.930E-01,2.286E+00,1.555E+00,4.935E+00,1.246E-01,1.000E+00,1.000E+00,5.674E-02,4.942E+00
2.000E+01,0.000E+00,0.000E+00,0.000E+00,1.843E-03,1.903E-03,0.000E+00,1.765E-03,2.494E-03,0.000E+00,1.953E-06,1.714E-03,7.479E-03,3.765E-01,1.786E+00,-2.248E-01,2.438E+00,1.634E+00,4.935E+00,1.376E-01,1.000E+00,1.000E+00,8.476E-02,3.362E+00,1.749E+00,-2.347E-01,3.008E+00,1.558E+00,4.935E+00,1.270E-01,1.000E+00,1.000E+00,2.243E-01,1.658E+00,1.680E+00,-1.431E-01,2.134E+00,2.042E+00,4.935E+00,1.248E-01,1.000E+00,1.000E+00,1.063E-01,3.313E+00,1.800E+00,-1.990E-01,2.312E+00,1.546E+00,4.935E+00,1.285E-01,1.000E+00,1.000E+00,5.663E-02,4.950E+00
2.100E+01,0.000E+00,0.000E+00,0.000E+00,1.895E-03,1.937E-03,0.000E+00,1.828E-03,2.578E-03,0.000E+00,1.709E-06,1.792E-03,7.787E-03,3.897E-01,1.778E+00,-2.230E-01,2.379E+00,1.700E+00,4.935E+00,1.466E-01,1.000E+00,1.000E+00,8.444E-02,3.373E+00,1.746E+00,-2.489E-01,3.190E+00,1.547E+00,4.935E+00,1.326E-01,1.000E+00,1.000E+00,2.234E-01,1.664E+00,1.682E+00,-1.626E-01,2.294E+00,2.000E+00,4.935E+00,1.328E-01,1.000E+00,1.000E+00,1.058E-01,3.329E+00,1.798E+00,-2.102E-01,2.348E+00,1.577E+00,4.935E+00,1.396E-01,1.000E+00,1.000E+00,5.656E-02,4.954E+00
2.200E+01,0.000E+00,0.000E+00,0.000E+00,1.946E-03,1.971E-03,0.000E+00,1.891E-03,2.661E-03,0.000E+00,1.465E-06,1.870E-03,8.095E-03,4.028E-01,1.770E+00,-2.212E-01,2.319E+00,1.767E+00,4.935E+00,1.555E-01,1.000E+00,1.000E+00,8.411E-02,3.383E+00,1.745E+00,-2.630E-01,3.372E+00,1.536E+00,4.935E+00,1.382E-01,1.000E+00,1.000E+00,2.224E-01,1.671E+00,1.685E+00,-1.822E-01,2.454E+00,1.959E+00,4.935E+00,1.407E-01,1.000E+00,1.000E+00,1.052E-01,3.345E+00,1.796E+00,-2.214E-01,2.383E+00,1.608E+00,4.935E+00,1.507E-01,1.000E+00,1.000E+00,5.650E-02,4.958E+00
2.300E+01,0.000E+00,0.000E+00,0.000E+00,1.998E-03,2.004E-03,0.000E+00,1.954E-03,2.745E-03,0.000E+00,1.221E-06,1.948E-03,8.402E-03,4.160E-01,1.763E+00,-2.194E-01,2.260E+00,1.834E+00,4.935E+00,1.645E-01,1.000E+00,1.000E+00,8.378E-02,3.393E+00,1.744E+00,-2.772E-01,3.554E+00,1.525E+00,4.935E+00,1.438E-01,1.000E+00,1.000E+00,2.215E-01,1.677E+00,1.690E+00,-2.018E-01,2.614E+00,1.917E+00,4.935E+00,1.486E-01,1.000E+00,1.000E+00,1.046E-01,3.360E+00,1.794E+00,-2.326E-01,2.419E+00,1.639E+00,4.935E+00,1.618E-01,1.000E+00,1.000E+00,5.644E-02,4.962E+00
2.400E+01,0.000E+00,0.000E+00,0.000E+00,2.024E-03,2.021E-03,0.000E+00,1.985E-03,2.786E-03,0.000E+00,1.099E-06,1.987E-03,8.556E-03,4.225E-01,1.760E+00,-2.185E-01,2.231E+00,1.867E+00,4.935E+00,1.689E-01,1.000E+00,1.000E+00,8.362E-02,3.398E+00,1.744E+00,-2.843E-01,3.645E+00,1.520E+00,4.935E+00,1.466E-01,1.000E+00,1.000E+00,2.210E-01,1.680E+00,1.693E+00,-2.116E-01,2.694E+00,1.896E+00,4.935E+00,1.526E-01,1.000E+00,1.000E+00,1.043E-01,3.368E+00,1.793E+00,-2.382E-01,2.436E+00,1.654E+00,4.935E+00,1.674E-01,1.000E+00,1.000E+00,5.641E-02,4.964E+00
2.500E+01,0.000E+00,0.000E+00,0.000E+00,2.050E-03,2.038E-03,0.000E+00,2.017E-03,2.828E-03,0.000E+00,9.766E-07,2.026E-03,8.710E-03,4.291E-01,1.757E+00,-2.176E-01,2.201E+00,1.900E+00,4.935E+00,1.734E-01,1.000E+00,1.000E+00,8.346E-02,3.403E+00,1.744E+00,-2.914E-01,3.736E+00,1.515E+00,4.935E+00,1.493E-01,1.000E+00,1.000E+00,2.206E-01,1.683E+00,1.696E+00,-2.213E-01,2.774E+00,1.875E+00,4.935E+00,1.565E-01,1.000E+00,1.000E+00,1.040E-01,3.376E+00,1.792E+00,-2.438E-01,2.454E+00,1.670E+00,4.935E+00,1.729E-01,1.000E+00,1.000E+00,5.637E-02,4.967E+00
2.600E+01,0.000E+00,0.000E+00,0.000E+00,2.102E-03,2.072E-03,0.000E+00,2.080E-03,2.912E-03,0.000E+00,7.324E-07,2.104E-03,9.018E-03,4.422E-01,1.752E+00,-2.158E-01,2.142E+00,1.967E+00,4.935E+00,1.823E-01,1.000E+00,1.000E+00,8.313E-02,3.413E+00,1.745E+00,-3.055E-01,3.918E+00,1.504E+00,4.935E+00,1.549E-01,1.000E+00,1.000E+00,2.196E-01,1.689E+00,1.704E+00,-2.409E-01,2.933E+00,1.834E+00,4.935E+00,1.645E-01,1.000E+00,1.000E+00,1.034E-01,3.392E+00,1.790E+00,-2.550E-01,2.490E+00,1.701E+00,4.935E+00,1.840E-01,1.000E+00,1.000E+00,5.631E-02,4.971E+00
2.700E+01,0.000E+00,0.000E+00,0.000E+00,2.153E-03,2.105E-03,0.000E+00,2.143E-03,2.995E-03,0.000E+00,4.883E-07,2.183E-03,9.325E-03,4.554E-01,1.747E+00,-2.140E-01,2.082E+00,2.034E+00,4.935E+00,1.913E-01,1.000E+00,1.000E+00,8.280E-02,3.423E+00,1.747E+00,-3.197E-01,4.100E+00,1.493E+00,4.935E+00,1.605E-01,1.000E+00,1.000E+00,2.187E-01,1.695E+00,1.712E+00,-2.605E-01,3.093E+00,1.792E+00,4.935E+00,1.724E-01,1.000E+00,1.000E+00,1.029E-01,3.408E+00,1.788E+00,-2.661E-01,2.525E+00,1.732E+00,4.935E+00,1.952E-01,1.000E+00,1.000E+00,5.625E-02,4.975E+00
2.800E+01,0.000E+00,0.000E+00,0.000E+00,2.205E-03,2.139E-03,0.000E+00,2.206E-03,3.079E-03,0.000E+00,2.441E-07,2.261E-03,9.633E-03,4.685E-01,1.744E+00,-2.122E-01,2.023E+00,2.101E+00,4.935E+00,2.002E-01,1.000E+00,1.000E+00,8.247E-02,3.433E+00,1.749E+00,-3.339E-01,4.282E+00,1.482E+00,4.935E+00,1.661E-01,1.000E+00,1.000E+00,2.177E-01,1.702E+00,1.722E+00,-2.800E-01,3.253E+00,1.751E+00,4.935E+00,1.803E-01,1.000E+00,1.000E+00,1.023E-01,3.424E+00,1.786E+00,-2.773E-01,2.561E+00,1.763E+00,4.935E+00,2.063E-01,1.000E+00,1.000E+00,5.619E-02,4.979E+00
2.900E+01,0.000E+00,0.000E+00,0.000E+00,2.231E-03,2.156E-03,0.000E+00,2.237E-03,3.120E-03,0.000E+00,1.221E-07,2.300E-03,9.787E-03,4.751E-01,1.742E+00,-2.113E-01,1.994E+00,2.134E+00,4.935E+00,2.047E-01,1.000E+00,1.000E+00,8.231E-02,3.438E+00,1.750E+00,-3.410E-01,4.373E+00,1.477E+00,4.935E+00,1.689E-01,1.000E+00,1.000E+00,2.173E-01,1.705E+00,1.727E+00,-2.898E-01,3.333E+00,1.730E+00,4.935E+00,1.843E-01,1.000E+00,1.000E+00,1.020E-01,3.431E+00,1.785E+00,-2.829E-01,2.579E+00,1.778E+00,4.935E+00,2.118E-01,1.000E+00,1.000E+00,5.615E-02,4.981E+00
3.000E+01,0.000E+00,0.000E+00,0.000E+00,2.257E-03,2.173E-03,0.000E+00,2.269E-03,3.162E-03,0.000E+00,0.000E+00,2.339E-03,9.940E-03,4.816E-01,1.740E+00,-2.104E-01,1.964E+00,2.167E+00,4.935E+00,2.092E-01,1.000E+00,1.000E+00,8.215E-02,3.443E+00,1.752E+00,-3.480E-01,4.464E+00,1.471E+00,4.935E+00,1.717E-01,1.000E+00,1.000E+00,2.168E-01,1.708E+00,1.732E+00,-2.996E-01,3.413E+00,1.709E+00,4.935E+00,1.883E-01,1.000E+00,1.000E+00,1.017E-01,3.439E+00,1.784E+00,-2.885E-01,2.596E+00,1.794E+00,4.935E+00,2.174E-01,1.000E+00,1.000E+00,5.612E-02,4.983E+00
3.100E+01,0.000E+00,0.000E+00,0.000E+00,2.415E-03,2.271E-03,0.000E+00,2.419E-03,3.345E-03,0.000E+00,1.221E-07,2.553E-03,1.076E-02,5.163E-01,1.726E+00,-2.486E-01,2.353E+00,2.105E+00,4.935E+00,2.231E-01,1.000E+00,1.000E+00,8.101E-02,3.483E+00,1.737E+00,-3.453E-01,4.366E+00,1.544E+00,4.935E+00,1.778E-01,1.000E+00,1.000E+00,2.155E-01,1.717E+00,1.726E+00,-3.083E-01,3.500E+00,1.736E+00,4.935E+00,1.957E-01,1.000E+00,1.000E+00,1.010E-01,3.461E+00,1.771E+00,-3.186E-01,2.970E+00,1.779E+00,4.935E+00,2.301E-01,1.000E+00,1.000E+00,5.554E-02,5.025E+00
3.200E+01,0.000E+00,0.000E+00,0.000E+00,2.495E-03,2.320E-03,0.000E+00,2.494E-03,3.436E-03,0.000E+00,1.831E-07,2.660E-03,1.117E-02,5.336E-01,1.722E+00,-2.677E-01,2.547E+00,2.074E+00,4.935E+00,2.300E-01,1.000E+00,1.000E+00,8.044E-02,3.503E+00,1.731E+00,-3.440E-01,4.317E+00,1.581E+00,4.935E+00,1.809E-01,1.000E+00,1.000E+00,2.149E-01,1.721E+00,1.723E+00,-3.127E-01,3.544E+00,1.750E+00,4.935E+00,1.995E-01,1.000E+00,1.000E+00,1.006E-01,3.471E+00,1.766E+00,-3.337E-01,3.157E+00,1.771E+00,4.935E+00,2.364E-01,1.000E+00,1.000E+00,5.525E-02,5.046E+00
3.300E+01,0.000E+00,0.000E+00,0.000E+00,2.574E-03,2.369E-03,0.000E+00,2.570E-03,3.527E-03,0.000E+00,2.441E-07,2.767E-03,1.158E-02,5.510E-01,1.720E+00,-2.868E-01,2.741E+00,2.043E+00,4.935E+00,2.370E-01,1.000E+00,1.000E+00,7.988E-02,3.523E+00,1.724E+00,-3.426E-01,4.268E+00,1.617E+00,4.935E+00,1.840E-01,1.000E+00,1.000E+00,2.143E-01,1.725E+00,1.720E+00,-3.171E-01,3.587E+00,1.764E+00,4.935E+00,2.032E-01,1.000E+00,1.000E+00,1.003E-01,3.482E+00,1.763E+00,-3.487E-01,3.343E+00,1.764E+00,4.935E+00,2.427E-01,1.000E+00,1.000E+00,5.496E-02,5.066E+00
3.400E+01,0.000E+00,0.000E+00,0.000E+00,2.653E-03,2.418E-03,0.000E+00,2.645E-03,3.619E-03,0.000E+00,3.052E-07,2.874E-03,1.199E-02,5.683E-01,1.720E+00,-3.059E-01,2.935E+00,2.013E+00,4.935E+00,2.439E-01,1.000E+00,1.000E+00,7.931E-02,3.542E+00,1.718E+00,-3.412E-01,4.219E+00,1.654E+00,4.935E+00,1.871E-01,1.000E+00,1.000E+00,2.137E-01,1.730E+00,1.717E+00,-3.214E-01,3.631E+00,1.778E+00,4.935E+00,2.069E-01,1.000E+00,1.000E+00,9.993E-02,3.492E+00,1.760E+00,-3.637E-01,3.530E+00,1.757E+00,4.935E+00,2.491E-01,1.000E+00,1.000E+00,5.467E-02,5.087E+00
