alpha,H,He,Fe,S,Fe_1,S_1,amu/ion,thetaK_Fe,thetaTilt_Fe,thetaM_Fe,thetaN_Fe,3dK_Fe,3dTilt_Fe,3dM_Fe,3dN_Fe,energyK_Fe,energyE_Fe,thetaK_S,thetaTilt_S,thetaM_S,thetaN_S,3dK_S,3dTilt_S,3dM_S,3dN_S,energyK_S,energyE_S
35.0,0.0,0.0,0.031975830078124934,0.0005190429687500001,0.0,0.0,2.8210453725141145,1.7776548906868959,-0.23881718228905224,2.589234255963854,1.6434687674821662,8.283185307179584,0.16490637789630552,1.0,1.0,0.0737634305371564,3.4293859448436486,1.3943740547693244,-0.06522779956038993,2.4743390202579088,3.595386890864691,8.308174237120884,0.11095581686432328,1.3098652526069983,1.316834218313403,0.15982292530739325,2.1305553689932366
36.0,0.0,0.0,0.03273156738281244,0.0005397949218750001,0.0,0.0,2.88713955712793,1.7787499283978698,-0.24986689567267217,2.657368012756378,1.6446691931068864,8.283185307179584,0.17114222918984445,1.0,1.0,0.07371552035481267,3.43098752933581,1.4037555042981842,-0.06222683346663504,2.399066406744927,3.56301324300861,8.325215056127757,0.11179387733719395,1.29681203734493,1.3121211708486709,0.16133735736762078,2.114408208913167
37.0,0.0,0.0,0.03348730468749995,0.0005605468750000001,0.0,0.0,2.953233741741745,1.77997517967191,-0.2609166090562921,2.7255017695489023,1.6458696187316064,8.283185307179584,0.17737808048338335,1.0,1.0,0.07366761017246895,3.4325891138279716,1.413480726508375,-0.059225867372880145,2.3237937932319452,3.530639595152529,8.34247896558611,0.11263193781006461,1.2837588220828613,1.3074081233839387,0.16285178942784828,2.0982610488330966
38.0,0.0,0.0,0.03424304199218746,0.0005812988281250001,0.0,0.0,3.01932792635556,1.7813204279703463,-0.27196632243991203,2.7936355263414265,1.6470700443563264,8.283185307179584,0.18361393177692226,1.0,1.0,0.07361969999012524,3.4341906983201334,1.4235711473001076,-0.05622490127912525,2.2485211797189635,3.498265947296448,8.359969571891835,0.11346999828293527,1.2707056068207927,1.3026950759192066,0.16436622148807578,2.0821138887530264
39.0,0.0,0.0,0.03499877929687496,0.00060205078125,0.0,0.0,3.0854221109693754,1.7827760305728497,-0.28301603582353196,2.8617692831339507,1.6482704699810466,8.283185307179584,0.1898497830704612,1.0,1.0,0.07357178980778152,3.4357922828122947,1.4340501340149467,-0.05322393518537036,2.1732485662059817,3.465892299440367,8.377690563438081,0.11430805875580595,1.2576523915587243,1.2979820284544745,0.1658806535483033,2.0659667286729566
40.0,0.0,0.0,0.03575451660156247,0.000622802734375,0.0,0.0,3.1515162955831904,1.784332868654901,-0.2940657492071519,2.929903039926475,1.6494708956057669,8.283185307179584,0.19608563436400012,1.0,1.0,0.0735238796254378,3.4373938673044564,1.4449432274853045,-0.050222969091615464,2.097975952693,3.4335186515842855,8.395645712976537,0.11514611922867662,1.244599176296656,1.2932689809897424,0.16739508560853084,2.049819568592887
41.0,0.0,0.0,0.03651025390624997,0.0006435546875,0.0,0.0,3.2176104801970054,1.7859823020778618,-0.3051154625907718,2.9980367967189996,1.650671321230487,8.283185307179584,0.20232148565753905,1.0,1.0,0.07347596944309409,3.438995451796618,1.456278408678278,-0.04722200299786057,2.022703339180018,3.4011450037282045,8.413838880061155,0.11598417970154729,1.2315459610345876,1.2885559335250103,0.16890951766875834,2.0336724085128166
42.0,0.0,0.0,0.037265991210937474,0.000664306640625,0.0,0.0,3.2837046648108204,1.7877161285071437,-0.31616517597439175,3.0661705535115242,1.6518717468552073,8.283185307179584,0.20855733695107798,1.0,1.0,0.07342805926075037,3.44059703628878,1.4680864061156174,-0.04422103690410568,1.9474307256670365,3.3687713558721235,8.432274013577784,0.11682224017441795,1.2184927457725192,1.2838428860602782,0.17042394972898584,2.0175252484327464
43.0,0.0,0.0,0.038021728515624985,0.00068505859375,0.0,0.0,3.3497988494246353,1.7895265462972314,-0.3272148893580117,3.1343043103040484,1.6530721724799273,8.283185307179584,0.2147931882446169,1.0,1.0,0.07338014907840665,3.4421986207809416,1.4804010515240078,-0.041220070810350784,1.872158112154055,3.336397708016042,8.45095515436318,0.11766030064728861,1.2054395305104508,1.279129838595546,0.17193838178921336,2.0013780883526766
44.0,0.0,0.0,0.038777465820312496,0.000705810546875,0.0,0.0,3.4158930340384503,1.7914061209743863,-0.3382646027416316,3.2024380670965726,1.6542725981046473,8.283185307179584,0.22102903953815584,1.0,1.0,0.07333223889606294,3.443800205273103,1.4932596927253088,-0.0382191047165959,1.7968854986410734,3.304024060159961,8.469886437917168,0.11849836112015927,1.1923863152483825,1.274416791130814,0.1734528138494409,1.9852309282726066
45.0,0.0,0.0,0.039533203125,0.0007265625,0.0,0.0,3.4819872186522653,1.7933477548272512,-0.34931431612525154,3.270571823889097,1.6554730237293676,8.283185307179584,0.22726489083169477,1.0,1.0,0.07328432871371922,3.4454017897652647,1.5067036746714604,-0.035218138622841004,1.7216128851280916,3.27165041230388,8.489072097420493,0.11933642159302994,1.1793330999863139,1.2697037436660819,0.1749672459096684,1.9690837681925366
46.0,0.0,0.0,0.04127099609375,0.00075878906249995,0.0,0.0,3.630474257557155,1.7883170514258733,-0.3902369519684662,3.84363558857486,1.6164386857250492,8.283185307179584,0.24220999964520365,1.0,1.0,0.07233603187081025,3.478033671633969,1.399869243842853,-0.009191369186000267,1.72565555126602,4.463415494930633,8.266591412883491,0.10836651145972592,1.3626606074681047,1.3464754764510387,0.16502986833568906,2.072456768243763
47.0,0.0,0.0,0.042139892578125,0.0007749023437499251,0.0,0.0,3.7047177770096003,1.7885909004597635,-0.4106982698900735,4.130167470917741,1.5969215167228898,8.283185307179584,0.2496825540519581,1.0,1.0,0.07186188344935576,3.494349612568321,1.3614344393632019,0.0038220155324201017,1.7276768843349846,5.059298036244009,8.170808618623907,0.1028815563930739,1.4543243612090002,1.384861342843517,0.16006117954869936,2.1241432682693766
