alpha,H,He,Mg,S,Mg_1,S_1,amu/ion,thetaK_Mg,thetaTilt_Mg,thetaM_Mg,thetaN_Mg,3dK_Mg,3dTilt_Mg,3dM_Mg,3dN_Mg,energyK_Mg,energyE_Mg,thetaK_S,thetaTilt_S,thetaM_S,thetaN_S,3dK_S,3dTilt_S,3dM_S,3dN_S,energyK_S,energyE_S
10.0,0.0,0.0,0.0502304687499999,0.0005107421875,0.0,0.0,2.833223934220377,1.7897338311888573,-0.0646014907046246,1.5386598169892471,1.5951436586813188,8.283185307179584,0.06398395184697918,1.0,1.0,0.34072770112598033,1.150140427919959,1.4974881400804163,0.018140073743724453,1.9290837204970221,2.667955218481914,8.21239626281804,0.011088243769880003,1.0281981937729228,1.0,0.13461082528779464,2.443368216640176
11.0,0.0,0.0,0.05097351074218741,0.0005201416015625,0.0,0.0,2.8744890465153685,1.7876381061031024,-0.08199299602288349,1.650295523707967,1.5827801440254714,8.283185307179584,0.07039872834500402,1.0,1.0,0.33940660386064503,1.1542079861013521,1.4872527898183368,-0.0026382460272389215,2.0501606360713196,2.605478898663149,8.226165984521355,0.021358054860738333,1.0438700955631293,1.0225271897938781,0.13321763399197611,2.465528868571403
12.0,0.0,0.0,0.05171655273437491,0.000529541015625,0.0,0.0,2.91575415881036,1.786717445218021,-0.09938450134114235,1.7619312304266868,1.570416629369624,8.283185307179584,0.07681350484302887,1.0,1.0,0.3380855065953098,1.158275544282745,1.4964959567837042,-0.023416565798202296,2.171237551645617,2.543002578844384,8.240357728786913,0.03162786595159666,1.0595419973533358,1.045054379587756,0.13182444269615756,2.48768952050263
13.0,0.0,0.0,0.052459594726562406,0.0005389404296875,0.0,0.0,2.957019271105352,1.7868501212730965,-0.11677600665940122,1.8735669371454065,1.5580531147137766,8.283185307179584,0.08322828134105371,1.0,1.0,0.33676440932997453,1.162343102464138,1.506741353849979,-0.04419488556916567,2.2923144672199145,2.480526259025619,8.254967716635967,0.04189767704245499,1.0752138991435425,1.067581569381634,0.130431251400339,2.5098501724338567
14.0,0.0,0.0,0.052831115722656155,0.00054364013671875,0.0,0.0,2.9776518272528474,1.7872770612136413,-0.12547175931853066,1.9293847905047663,1.551871357385853,8.283185307179584,0.08643566959006613,1.0,1.0,0.3361038606973069,1.1643768815548345,1.5122187004473786,-0.05458404545464736,2.3528529250070633,2.4492880991162362,8.262428415538919,0.047032582587884154,1.0830498500386456,1.078845164278573,0.12973465575242973,2.52093049839947
15.0,0.0,0.0,0.053202636718749904,0.00054833984375,0.0,0.0,2.9982843834003434,1.7879276682678644,-0.13416751197766008,1.9852026438641261,1.5456896000579292,8.283185307179584,0.08964305783907855,1.0,1.0,0.3354433120646393,1.1664106606455311,1.5179243275021261,-0.06497320534012904,2.4133913827942117,2.418049939206854,8.269992331509735,0.05216748813331332,1.090885800933749,1.090108759175512,0.12903806010452046,2.5320108243650834
16.0,0.0,0.0,0.0539456787109374,0.0005577392578125,0.0,0.0,3.039549495695335,1.789854162149867,-0.15155901729591895,2.0968383505828463,1.5333260854020818,8.283185307179584,0.0960578343371034,1.0,1.0,0.33412221479930404,1.1704782188269243,1.5300014458225952,-0.08575152511109241,2.534468298368509,2.355573619388089,8.285428113709731,0.06243729922417164,1.1065577027239555,1.11263594896939,0.1276448688087019,2.55417147629631
17.0,0.0,0.0,0.0546887207031249,0.000567138671875,0.0,0.0,3.0808146079903267,1.792544929760354,-0.1689505226141778,2.208474057301566,1.5209625707462344,8.283185307179584,0.10247261083512824,1.0,1.0,0.33280111753396874,1.1745457770083172,1.5429411233346948,-0.10652984488205579,2.6555452139428066,2.293097299569324,8.301271755341979,0.07270711031502997,1.1222296045141622,1.135163138763268,0.12625167751288335,2.576332128227537
18.0,0.0,0.0,0.0554317626953124,0.0005765380859375,0.0,0.0,3.1220797202853183,1.7959251486913437,-0.1863420279324367,2.3201097640202857,1.508599056090387,8.283185307179584,0.10888738733315308,1.0,1.0,0.33148002026863344,1.1786133351897101,1.5567200334808982,-0.12730816465301917,2.7766221295171043,2.230620979750559,8.317520094217768,0.0829769214058883,1.1379015063043687,1.157690328557146,0.12485848621706482,2.5984927801587636
19.0,0.0,0.0,0.05580328369140615,0.00058123779296875,0.0,0.0,3.142712276432814,1.7978527849406545,-0.19503778059156612,2.3759276173796455,1.5024172987624633,8.283185307179584,0.11209477558216549,1.0,1.0,0.3308194716359658,1.1806471142804067,1.5639187394604872,-0.13769732453850086,2.837160587304253,2.1993828198411762,8.325795076053119,0.08811182695131747,1.145737457199472,1.1689539234540849,0.12416189056915555,2.609573106124377
